"FID,POINTID,Depth,POINTID_1,EC,OC,Elev,oc1,ec1,LC0_Desc,EVI250,LST250,susm,twi,TH_LAT,TH_LONG,slope250,Prec_World,Temp_Iberi,pr37040,pr37060,pr58040,pr58060,T37040,t37060,t58560,t58540"
"363,32302008,0-20 cm,32302008,1.4,129.7,764,129.7,1.4,Grassland,0.172486128,14829.25,55.52730179,-3.769010067,40.33387596,-2.844413274,4.233679771,35.479599,14.2823,33.33333333,32.5,34.5,32.66666667,7.550000191,8.75,8.850000381,7.699999809"
"364,32321760,0-20 cm,32321760,1.4,59.8,1306,59.8,1.4,Shrubland,0.172288756,14609.41304,88.45300293,3.446229935,38.12430374,-2.392854313,4.587029934,46.17750168,10.61250019,43.16666667,41.58333333,45,41.83333333,3.400000095,4.550000191,4.650000095,3.450000048"
"365,32321820,0-20 cm,32321820,1.4,462.6,937,462.6,1.4,Cropland,0.175440255,14881.52174,64.91919708,-2.566600084,38.6604067,-2.492843278,7.722740173,39.97240067,12.70590019,37.66666667,36.25,39,36.33333333,5.400000095,6.599999905,6.650000095,5.449999809"
"366,32322030,0-20 cm,32322030,2,638.2,1042,638.2,2,Cropland,0.152171497,14759.34884,74.5727005,-1.068570018,40.532798,-2.861223014,0.335047007,39.64260101,12.52569962,37.33333333,36.41666667,38.5,36.41666667,6.199999809,7.349999905,7.449999809,6.349999905"
"367,32322036,0-20 cm,32322036,1.7,362.6,1057,362.6,1.7,Cropland,0.160260228,14730.09302,74.5727005,-1.038259983,40.58620596,-2.872189194,0.287301004,40.07350159,12.03499985,37.66666667,36.83333333,38.83333333,36.83333333,5.699999809,6.849999905,7,5.849999905"
"368,32341750,0-20 cm,32341750,0.8,144.7,1488,144.7,0.8,Bareland,0.17706693,14689.58696,74.13379669,0.658168018,38.03782741,-2.353987132,1.465209961,42.75159836,11.51299953,39.83333333,38.5,41.66666667,38.75,4.349999905,5.550000191,5.650000095,4.449999809"
"369,32341846,0-20 cm,32341846,2.5,356.4,1063,356.4,2.5,Cropland,0.140917613,14865.83721,52.37820053,-2.219860077,38.89552731,-2.514179819,1.30250001,40.06769943,13.20460033,37.66666667,36.25,39.08333333,36.41666667,5.800000191,7,7.099999905,5.900000095"
"370,32341858,0-20 cm,32341858,1.6,454.9,1018,454.9,1.6,Grassland,0.153876139,14825.23256,55.30670166,-0.90585798,39.00264814,-2.534613219,2.532490015,39.53649902,13.58600044,37.08333333,35.58333333,38.41666667,35.75,6.199999809,7.449999809,7.550000191,6.349999905"
"371,32341872,0-20 cm,32341872,1.3,216.1,851,216.1,1.3,Cropland,0.140249789,14893.31111,54.01940155,-1.372969985,39.12759695,-2.558569495,0.894729018,37.26039886,14.40130043,34.83333333,33.25,36,33.58333333,7.050000191,8.25,8.399999619,7.199999809"
"372,32341984,0-20 cm,32341984,0.8,131.3,963,131.3,0.8,Cropland,0.125238101,14843.81818,61.61130142,-2.61729002,40.12620852,-2.754875016,2.096580029,39.53749847,13.26309967,37.25,36,38.41666667,36.16666667,6.650000095,7.849999905,7.900000095,6.800000191"
"373,32361860,0-20 cm,32361860,1.4,401.3,990,401.3,1.4,Cropland,0.137049117,14819.38636,45.80189896,-2.556030035,39.02346881,-2.515288808,1.562710047,39.53649902,13.58600044,37.08333333,35.58333333,38.41666667,35.75,6.199999809,7.449999809,7.550000191,6.349999905"
"374,32361874,0-20 cm,32361874,1.7,218.9,843,218.9,1.7,Cropland,0.145378498,14898.40909,54.01940155,2.19133997,39.14842024,-2.539221824,0.691884995,37.4054985,14.34389973,35.08333333,33.41666667,36.25,33.83333333,7,8.25,8.350000381,7.199999809"
"375,32361888,0-20 cm,32361888,0.8,313.3,766,313.3,0.8,Cropland,0.130828487,14906.67391,48.10279846,2.762190104,39.27334434,-2.563281943,0.121891998,36.48210144,14.72210026,34,32.66666667,35.25,32.91666667,7.400000095,8.649999619,8.75,7.550000191"
"376,32361968,0-20 cm,32361968,1.1,394.2,925,394.2,1.1,Bareland,0.144831347,14852.45455,61.57419968,1.18482995,39.98667601,-2.703251563,1.07562995,39.42089844,13.49750042,36.83333333,35.91666667,38.08333333,36,6.849999905,8,8.149999619,7"
"377,32401786,0-20 cm,32401786,1.2,180.6,1256,180.6,1.2,Woodland,0.202786023,14638.45652,59.54999924,-3.913630009,38.36840804,-2.345809159,4.629119873,37.88899994,12.8142004,35.66666667,34.16666667,37.08333333,34.41666667,5.75,7,7.099999905,5.900000095"
"378,32401810,0-20 cm,32401810,2.6,175.5,1451,175.5,2.6,Woodland,0.227053181,14519.6,76.75740051,-4.041940212,38.58286545,-2.385646956,10.2031002,46.81800079,10.55749989,44,42.25,45.5,42.5,3.599999905,4.849999905,4.949999809,3.75"
"379,32401912,0-20 cm,32401912,1,267,810,267,1,Bareland,0.144593368,14860.68182,52.64889908,-2.511130095,39.49340772,-2.559033261,1.421790004,36.6916008,14.37889957,34.08333333,33.16666667,35.5,33.25,7.400000095,8.600000381,8.699999809,7.599999905"
"380,32401972,0-20 cm,32401972,1,491,923,491,1,Cropland,0.130933869,14919.38636,70.29129791,-1.780480027,40.02834829,-2.664205448,0.349514991,40.45759964,13.35649967,37.91666667,36.91666667,39.25,37.08333333,6.849999905,8,8.100000381,6.949999809"
"381,32421926,0-20 cm,32421926,1.7,233.1,833,233.1,1.7,Cropland,0.148662857,14899.93478,58.66619873,-2.516360044,39.6212555,-2.5604172,1.556900024,37.51129913,14.13500023,34.91666667,33.91666667,36.25,34,7.25,8.449999809,8.550000191,7.400000095"
"382,32421998,0-20 cm,32421998,1.3,405.5,771,405.5,1.3,Cropland,0.156999209,14909.2,55.85419846,-1.181079984,40.26302217,-2.687373465,3.285739899,38.05270004,13.70569992,35.83333333,34.75,36.91666667,35,7,8.199999809,8.25,7.150000095"
"383,32441768,0-20 cm,32441768,4.4,175.7,1027,175.7,4.4,Shrubland,0.186968797,14669.1087,64.18430328,6.319580078,38.21332846,-2.271208798,1.296149969,35.77600098,13.08230019,33.66666667,32.33333333,35,32.66666667,5.849999905,7.099999905,7.199999809,6"
"384,32461888,0-20 cm,32461888,1.1,274,761,274,1.1,Cropland,0.145249559,14892.61364,47.31840134,1.152760029,39.28817527,-2.449145227,0.081261598,35.91040039,14.61670017,33.66666667,32.33333333,34.75,32.5,7.400000095,8.600000381,8.699999809,7.5"
"385,32461916,0-20 cm,32461916,2.2,244.3,893,244.3,2.2,Cropland,0.1528384,14910,58.10440063,-1.875049949,39.5380078,-2.497230981,1.577419996,38.25400162,13.9428997,35.75,34.66666667,37,34.75,7.099999905,8.300000191,8.350000381,7.25"
"386,32481836,0-20 cm,32481836,2.7,451.7,1057,451.7,2.7,Woodland,0.171823795,14813.55556,46.55189896,-3.083129883,38.82683878,-2.338506049,2.398910046,37.66220093,13.31669998,35.33333333,34.08333333,36.83333333,34.33333333,5.900000095,7.150000095,7.25,6.050000191"
"387,32481900,0-20 cm,32481900,0.5,363.1,766,363.1,0.5,Cropland,0.134043027,14922.56818,55.80730057,0.348037004,39.39821527,-2.446822192,0.243783996,36.24200058,14.64939976,33.75,32.75,35.08333333,32.91666667,7.5,8.699999809,8.800000191,7.650000095"
"388,32501940,0-20 cm,32501940,0.7,304.5,897,304.5,0.7,Cropland,0.149450721,14854.93478,66.09940338,-2.405849934,39.75800807,-2.492876503,1.529649973,40.11880112,13.43599987,37.5,36.25,38.83333333,36.75,6.800000191,8.050000191,8.100000381,6.949999809"
"389,32501950,0-20 cm,32501950,1,307.3,913,307.3,1,Cropland,0.148903845,14834.20455,72.38659668,5.532879829,39.84718457,-2.510272563,0.908456981,39.96989822,13.39480019,37.5,36.25,38.91666667,36.58333333,6.75,7.949999809,8.100000381,6.900000095"
"390,32501958,0-20 cm,32501958,0.4,57.6,915,57.6,0.4,Cropland,0.15933691,14840.11628,72.38659668,0.593140006,39.91851599,-2.524237367,1.261319995,40.50329971,13.22799969,38,37,39.5,37.16666667,6.75,8,8.100000381,6.949999809"
"391,32501968,0-20 cm,32501968,1.3,626.2,1106,626.2,1.3,Cropland,0.159664492,14805.27907,70.29129791,-0.966104984,40.00766806,-2.541753603,1.439659953,42.23550034,12.80690002,39.66666667,38.58333333,41.08333333,38.83333333,6.5,7.650000095,7.75,6.650000095"
"392,32521900,0-20 cm,32521900,0.7,318,770,318,0.7,Cropland,0.129972825,14898.13043,55.80730057,-0.0108827,39.40411051,-2.401079574,0.121891998,36.22439957,14.62139988,33.83333333,32.83333333,35.08333333,33,7.5,8.699999809,8.800000191,7.650000095"
"393,32521944,0-20 cm,32521944,0.8,316.9,968,316.9,0.8,Cropland,0.137330604,14888.04444,66.09940338,-2.720390081,39.79664597,-2.476821747,2.143219948,40.46260071,13.23190022,37.91666667,36.58333333,39.25,37.08333333,6.599999905,7.849999905,7.949999809,6.800000191"
"394,32522016,0-20 cm,32522016,0.8,222.3,760,222.3,0.8,Cropland,0.167389861,14688.5,66.11669922,0.00716497,40.43841053,-2.603546286,2.300060034,36.40230179,13.70230007,34.41666667,33.5,35.41666667,33.66666667,7.150000095,8.350000381,8.449999809,7.349999905"
"395,32541878,0-20 cm,32541878,1.9,418.5,777,418.5,1.9,Cropland,0.169894476,14850.84444,43.75650024,7.030189991,39.21067267,-2.34087277,0.292991012,35.84370041,14.64439964,33.58333333,32.33333333,34.75,32.5,7.400000095,8.649999619,8.75,7.550000191"
"396,32561872,0-20 cm,32561872,1.4,357.3,788,357.3,1.4,Cropland,0.195567381,14868.72093,40.62779999,-1.678719997,39.16002485,-2.307952833,0.661392987,35.81999969,14.57750034,33.66666667,32.33333333,34.83333333,32.41666667,7.300000191,8.550000191,8.649999619,7.449999809"
"397,32562028,0-20 cm,32562028,1.6,533.9,1116,533.9,1.6,Grassland,0.174676802,14630.45652,54.4958992,-3.264339924,40.55129967,-2.578474428,2.883500099,43.19300079,12.19830036,40.91666667,39.91666667,42,39.91666667,6.050000191,7.199999809,7.349999905,6.199999809"
"398,32581918,0-20 cm,32581918,1.1,223.2,909,223.2,1.1,Cropland,0.137871599,14900.88636,62.87649918,-2.619149923,39.5735529,-2.363121712,1.544129968,38.28390121,13.89579964,35.91666667,34.83333333,37.08333333,35,7.150000095,8.350000381,8.449999809,7.25"
"399,32582012,0-20 cm,32582012,0.9,139,783,139,0.9,Cropland,0.166518975,14779.13043,62.52460098,2.463809967,40.41173768,-2.526757331,0.801312983,37.16659927,13.66609955,35.16666667,34.16666667,36.16666667,34.33333333,7.099999905,8.25,8.399999619,7.25"
"400,32601908,0-20 cm,32601908,1.3,605.8,807,605.8,1.3,Cropland,0.150843713,14902.1087,59.1814003,-1.14605999,39.48724111,-2.32315374,0.695454001,36.63090134,14.16860008,34.33333333,33.25,35.58333333,33.41666667,7.25,8.5,8.550000191,7.400000095"
"401,32621882,0-20 cm,32621882,1.2,416.8,776,416.8,1.2,Cropland,0.151381195,14901.46667,43.75650024,0.00146353,39.25805367,-2.256338989,0.528186023,35.96409988,14.51189995,33.66666667,32.5,34.91666667,32.58333333,7.349999905,8.550000191,8.649999619,7.449999809"
"402,32641790,0-20 cm,32641790,1.1,271,730,271,1.1,Cropland,0.17884539,14854.06522,45.6507988,1.96638,38.43886025,-2.081829153,2.72052002,31.02440071,14.9708004,29.16666667,28.08333333,30.5,28.41666667,7.949999809,9.149999619,9.25,8.050000191"
"403,32641952,0-20 cm,32641952,0.9,257.6,953,257.6,0.9,Cropland,0.155188749,14820.81395,68.48400116,-2.759469986,39.88569068,-2.352513712,2.031100035,41.02479935,13.13370037,38.66666667,37.5,39.91666667,37.5,6.75,7.949999809,8.050000191,6.849999905"
"404,32642006,0-20 cm,32642006,1.2,340,824,340,1.2,Cropland,0.166698484,14732.28261,68.40029907,-3.515470028,40.36717644,-2.446517922,2.583980083,38.31900024,13.69589996,36.25,35.16666667,37.33333333,35.41666667,7.25,8.399999619,8.5,7.400000095"
"405,32681928,0-20 cm,32681928,0.9,541.7,852,541.7,0.9,Cropland,0.131680205,14854.32609,63.28779984,4.011640072,39.6774065,-2.265413886,0.495950013,37.77569962,13.92269993,35.58333333,34.58333333,36.91666667,34.58333333,7.449999809,8.649999619,8.75,7.599999905"
"406,32701918,0-20 cm,32701918,1,291.2,910,291.2,1,Cropland,0.140719265,14873.64444,55.9822998,-2.595289946,39.59106265,-2.225493156,2.132040024,37.92710114,13.77600002,35.75,34.41666667,37,34.75,7.199999809,8.399999619,8.5,7.349999905"
"407,32721780,0-20 cm,32721780,0.9,345.2,701,345.2,0.9,Cropland,0.166202699,14863.06667,47.19279861,-2.449320078,38.36081176,-1.975519844,1.970129967,30.2133007,14.80790043,28.41666667,27.41666667,29.66666667,27.83333333,7.949999809,9.100000381,9.199999809,8"
"408,32721856,0-20 cm,32721856,1.1,448.5,751,448.5,1.1,Cropland,0.15590792,14879.46512,34.63499832,4.408480167,39.04026078,-2.099084219,0.162523001,33.94919968,14.69099998,31.91666667,30.75,33.25,31.08333333,7.550000191,8.800000191,8.899999619,7.699999809"
"409,32721874,0-20 cm,32721874,0.6,184.3,753,184.3,0.6,Cropland,0.150422846,14907.06522,41.21340179,-1.423889995,39.2010666,-2.128872009,0.848335028,35.16450119,14.64710045,32.91666667,31.83333333,34.25,32.08333333,7.400000095,8.649999619,8.75,7.550000191"
"410,32741830,0-20 cm,32741830,0.9,214.9,867,214.9,0.9,Cropland,0.168642684,14851.04444,45.73559952,-1.12627995,38.81076143,-2.033729968,2.393419981,33.66289902,14.09300041,31.75,30.66666667,33,30.91666667,6.849999905,8.100000381,8.199999809,7"
"411,32742006,0-20 cm,32742006,1.6,419.4,912,419.4,1.6,Grassland,0.164576922,14834.82222,66.17350006,-2.917979956,40.3819078,-2.330451398,2.832550049,40.17620087,13.67109966,38.08333333,36.91666667,39.16666667,37.08333333,7.300000191,8.5,8.600000381,7.449999809"
"412,32742034,0-20 cm,32742034,5.4,541.7,1218,541.7,5.4,Woodland,0.192052963,14553.81395,58.35660172,-1.281010032,40.63148176,-2.379529161,0.656382978,46.50600052,11.52880001,44,42.91666667,45,43,5.5,6.699999809,6.800000191,5.650000095"
"413,32761900,0-20 cm,32761900,1.2,213.6,817,213.6,1.2,Cropland,0.175382827,14865.15909,56.70500183,-1.178959966,39.43902982,-2.126473943,0.529745996,35.96160126,14.23169994,33.91666667,32.75,35.08333333,32.91666667,7.400000095,8.649999619,8.75,7.550000191"
"414,32761912,0-20 cm,32761912,1.6,144.9,943,144.9,1.6,Cropland,0.184807786,14834.68889,54.5882988,-1.739159942,39.54617786,-2.146571464,0.620178998,37.07780075,13.55990028,35,33.83333333,36.25,33.83333333,6.949999809,8.199999809,8.300000191,7.099999905"
"415,32761948,0-20 cm,32761948,0.9,340.4,1067,340.4,0.9,Bareland,0.147821756,14761,51.86029816,-1.839210033,39.86750588,-2.207418709,0.463252991,42.05329895,12.4751997,39.83333333,38.58333333,41,38.66666667,6.300000191,7.5,7.599999905,6.400000095"
"416,32761954,0-20 cm,32761954,0.5,164.8,923,164.8,0.5,Cropland,0.181066999,14691.55556,51.86029816,-1.578690052,39.92104368,-2.217641554,3.793159962,40.5970993,12.76150036,38.33333333,37.16666667,39.58333333,37.16666667,6.599999905,7.800000191,7.900000095,6.75"
"417,32761976,0-20 cm,32761976,0.7,228.8,994,228.8,0.7,Cropland,0.164060997,14810.97826,74.13690186,-2.43460989,40.11730795,-2.255327071,1.554780006,43.08840179,12.56099987,40.75,39.5,42.16666667,39.66666667,6.550000191,7.75,7.800000191,6.699999809"
"418,32781818,0-20 cm,32781818,1.6,361.9,992,361.9,1.6,Cropland,0.150410404,14835.19565,50.78269958,-2.415090084,38.70916615,-1.968909573,1.721390009,35.70280075,13.36340046,33.66666667,32.58333333,35,32.75,6.199999809,7.449999809,7.550000191,6.349999905"
"419,32781844,0-20 cm,32781844,1.9,278.5,750,278.5,1.9,Cropland,0.231866173,14824.17778,33.52080154,-0.110108003,38.94159719,-2.011158262,0.236915007,32.91329956,14.66530037,31.08333333,29.91666667,32.16666667,30.16666667,7.5,8.75,8.850000381,7.650000095"
"420,32801810,0-20 cm,32801810,0.7,109.1,913,109.1,0.7,Cropland,0.16237522,14916.26087,37.81909943,-0.556106985,38.64045943,-1.933362816,1.493639946,34.13180161,13.80420017,32.16666667,31.16666667,33.5,31.33333333,6.699999809,7.949999809,8,6.849999905"
"421,32821848,0-20 cm,32821848,1.9,379.9,740,379.9,1.9,Cropland,0.233392361,14876.08696,33.52080154,5.040289879,38.98303438,-1.972209577,0.218803003,32.46390152,14.68630028,30.66666667,29.41666667,31.83333333,29.75,7.5,8.699999809,8.850000381,7.650000095"
"422,32842038,0-20 cm,32842038,1.4,213.2,1268,213.2,1.4,Cropland,0.171641213,14598.25581,58.35660172,-2.236670017,40.68179783,-2.269966361,2.858279943,50.59780121,10.46640015,47.66666667,46.41666667,48.83333333,46.5,4.599999905,5.75,5.900000095,4.75"
"423,32861932,0-20 cm,32861932,1.6,588.4,1106,588.4,1.6,Cropland,0.188194985,14748.52273,63.79899979,-2.43114996,39.73910892,-2.065293037,1.881539941,39.86040115,12.55080032,37.83333333,36.58333333,38.91666667,36.75,6.199999809,7.449999809,7.550000191,6.349999905"
"424,32901878,0-20 cm,32901878,0.6,217.4,767,217.4,0.6,Cropland,0.177179553,14877.25,37.63349915,-0.107234001,39.26248282,-1.930024368,0.454257011,33.70410156,14.45860004,31.75,30.83333333,33,30.91666667,7.550000191,8.800000191,8.899999619,7.699999809"
"425,32901910,0-20 cm,32901910,1,301.5,904,301.5,1,Cropland,0.149361703,14880.42222,56.37590027,-1.501379967,39.54836439,-1.982700104,0.489248008,36.0923996,13.67640018,34.16666667,33,35.41666667,33.08333333,7.099999905,8.350000381,8.399999619,7.25"
"426,32961808,0-20 cm,32961808,1.6,184.1,808,184.1,1.6,Cropland,0.181475653,14889.54545,35.7098999,1.754950047,38.64500833,-1.749091067,0.891031981,32.41149902,14.06219959,30.58333333,29.41666667,31.75,29.75,7.199999809,8.399999619,8.550000191,7.349999905"
"427,32981912,0-20 cm,32981912,1,375.3,907,375.3,1,Cropland,0.17156073,14878.95556,49.79919815,-1.600419998,39.57756548,-1.894227801,1.498600006,35.73130035,13.59469986,33.91666667,32.58333333,35.08333333,32.83333333,7.050000191,8.300000191,8.399999619,7.199999809"
"428,33001852,0-20 cm,33001852,1.6,257.7,730,257.7,1.6,Cropland,0.203637498,14860.21739,35.22949982,-1.228330016,39.04412775,-1.773857889,0.609440029,31.05730057,14.41759968,29.41666667,28.16666667,30.5,28.58333333,7.449999809,8.699999809,8.800000191,7.599999905"
"429,33001952,0-20 cm,33001952,4.5,160.6,1168,160.6,4.5,Woodland,0.165976167,14804.26667,55.83390045,-2.51376009,39.93762679,-1.937471336,1.517740011,41.85789871,11.92029953,39.58333333,38.5,40.83333333,38.58333333,5.75,7,7.050000191,5.900000095"
"430,33001960,0-20 cm,33001960,3.1,255.2,1244,255.2,3.1,Grassland,0.186495897,14635.93333,55.83390045,-1.961009979,40.0090496,-1.950832263,2.218389988,44.70080185,11.10319996,42.25,41.08333333,43.66666667,41.25,5.199999809,6.400000095,6.550000191,5.349999905"
"431,33002010,0-20 cm,33002010,1.6,173.3,1456,173.3,1.6,Woodland,0.186302118,14541.5,70.91439819,-1.068570018,40.45525288,-2.035275448,0.431903988,50.01839828,10.04300022,47.33333333,45.91666667,48.66666667,45.91666667,4.300000191,5.449999809,5.599999905,4.400000095"
"432,33021926,0-20 cm,33021926,1.4,346.6,1075,346.6,1.4,Cropland,0.155526545,14757.54348,50.85620117,-2.085730076,39.7082665,-1.871334777,0.868521988,38.17100143,12.27890015,36.33333333,35.16666667,37.5,35.16666667,5.900000095,7.150000095,7.25,6.099999905"
"433,33021954,0-20 cm,33021954,1.3,90.2,1203,90.2,1.3,Bareland,0.17778022,14714.34783,55.83390045,-2.159940004,39.9583179,-1.917726602,0.875146985,41.85789871,11.92029953,39.58333333,38.5,40.83333333,38.58333333,5.75,7,7.050000191,5.900000095"
"434,33022016,0-20 cm,33022016,2.1,331.9,1316,331.9,2.1,Woodland,0.174931989,14599.15,70.1760025,2.563450098,40.51163875,-2.022243908,1.171810031,50.82860184,9.895529747,48.08333333,46.66666667,49.33333333,46.66666667,4.099999905,5.300000191,5.400000095,4.199999809"
"435,33041856,0-20 cm,33041856,1.8,572.7,730,572.7,1.8,Cropland,0.244407438,14836.67391,35.22949982,-0.652702987,39.08546937,-1.734713727,0.272558004,31.10849953,14.37590027,29.5,28.41666667,30.75,28.66666667,7.5,8.75,8.800000191,7.599999905"
"436,33041958,0-20 cm,33041958,1.5,163.5,1200,163.5,1.5,Woodland,0.1915835,14657.34091,55.83390045,-2.200560093,39.99686213,-1.901299466,4.920460224,40.92089844,12.03549957,38.66666667,37.58333333,39.91666667,37.75,5.949999809,7.150000095,7.300000191,6.099999905"
"437,33062038,0-20 cm,33062038,4.2,413.3,1416,413.3,4.2,Woodland,0.17724412,14537.72093,58.97240067,-1.091560006,40.71358955,-2.013241879,0.908456981,49.84019852,10.09070015,47.08333333,45.58333333,48.25,45.58333333,4.349999905,5.5,5.650000095,4.449999809"
"438,33141890,0-20 cm,33141890,0.4,106.7,824,106.7,0.4,Cropland,0.12844167,14890.22727,39.1006012,-1.242030025,39.40334111,-1.675060692,0.473821998,31.88850021,14.06229973,30.33333333,29.25,31.41666667,29.5,7.300000191,8.600000381,8.699999809,7.5"
"439,33161828,0-20 cm,33161828,0.4,157,925,157,0.4,Cropland,0.128873874,14779.82609,32.66550064,5.154160023,38.8515672,-1.553850537,0.822655022,33.36750031,13.32479954,31.83333333,30.5,32.83333333,30.83333333,6.25,7.449999809,7.599999905,6.400000095"
"440,33241840,0-20 cm,33241840,2.3,191.5,1126,191.5,2.3,Woodland,0.149163872,14773.62222,50.30550003,-3.182199955,38.96986924,-1.481689666,5.525599957,35.86019897,12.58300018,34.08333333,33,35.5,33.16666667,5.5,6.699999809,6.849999905,5.650000095"
"441,33281826,0-20 cm,33281826,0.7,155.6,926,155.6,0.7,Bareland,0.143545242,14899.2,41.08570099,0.564970016,38.84999928,-1.414442519,1.813279986,33.55270004,13.33209991,32.08333333,30.91666667,33.16666667,31.16666667,6.300000191,7.550000191,7.599999905,6.449999809"
